epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,900.833,0.43675,0.3058,0.99725,0.88635,0.99282,0.995,0.90563,0.48413,0.31517,1.04761,0.00040475,0.00040475,0.00040475
183,905.725,0.43746,0.31146,0.98887,0.88192,1,0.995,0.91679,0.47836,0.29199,1.06816,0.000399091,0.000399091,0.000399091
184,910.67,0.41944,0.29821,0.99011,0.8677,0.99343,0.995,0.91891,0.46007,0.31175,1.05158,0.000393432,0.000393432,0.000393432
185,915.532,0.43136,0.30505,0.99358,0.88522,0.94597,0.995,0.92281,0.47634,0.36729,0.98467,0.000387773,0.000387773,0.000387773
186,920.455,0.43696,0.30565,0.99923,0.89404,0.89866,0.995,0.9235,0.46163,0.45422,0.99595,0.000382115,0.000382115,0.000382115
187,925.325,0.40808,0.29545,0.98183,0.85831,0.90062,0.9675,0.90946,0.45464,0.50431,0.98289,0.000376456,0.000376456,0.000376456
188,930.206,0.41005,0.29165,0.98825,0.80435,0.97818,0.9675,0.8964,0.4336,0.49486,0.96233,0.000370797,0.000370797,0.000370797
189,935.07,0.42091,0.29826,0.98584,0.80634,0.99138,0.995,0.94322,0.45996,0.46815,0.99275,0.000365138,0.000365138,0.000365138
190,939.985,0.41937,0.29858,0.98166,0.95627,0.86477,0.995,0.9341,0.47003,0.39955,0.99458,0.000359479,0.000359479,0.000359479
191,944.989,0.42223,0.30685,0.98727,0.97299,0.9284,0.995,0.92102,0.46697,0.31449,1.03152,0.00035382,0.00035382,0.00035382
192,949.883,0.4069,0.29089,0.98905,0.97474,0.99172,0.995,0.93243,0.48181,0.26102,1.05791,0.000348162,0.000348162,0.000348162
193,954.776,0.40859,0.29935,0.98742,0.96082,0.96166,0.995,0.91773,0.48504,0.3127,1.05988,0.000342503,0.000342503,0.000342503
194,959.681,0.39185,0.28621,0.97227,0.93764,0.95876,0.995,0.92215,0.5035,0.35496,1.08191,0.000336844,0.000336844,0.000336844
195,964.57,0.4311,0.29958,0.99522,0.93905,0.97905,0.995,0.90612,0.51373,0.33156,1.1132,0.000331185,0.000331185,0.000331185
196,969.465,0.41311,0.30129,0.98883,0.97337,0.99407,0.995,0.92372,0.48318,0.2966,1.05128,0.000325526,0.000325526,0.000325526
197,974.313,0.39466,0.27998,0.97905,0.97827,1,0.995,0.93556,0.51177,0.28103,1.09637,0.000319867,0.000319867,0.000319867
198,979.206,0.39701,0.28662,0.98112,0.98302,1,0.995,0.9275,0.50381,0.31135,1.07241,0.000314209,0.000314209,0.000314209
199,984.091,0.42209,0.29178,0.98637,0.96848,0.94915,0.995,0.89926,0.51775,0.3589,1.06129,0.00030855,0.00030855,0.00030855
200,988.979,0.40932,0.29495,0.98519,0.94525,0.93982,0.995,0.92261,0.50336,0.34645,1.05116,0.000302891,0.000302891,0.000302891
201,993.89,0.39558,0.29712,0.98604,0.93807,0.862,0.995,0.91914,0.49521,0.39482,1.04559,0.000297232,0.000297232,0.000297232
202,998.805,0.4028,0.2811,0.96884,0.80641,0.98303,0.995,0.9347,0.46637,0.47244,1.01073,0.000291573,0.000291573,0.000291573
203,1003.68,0.40965,0.28189,0.98263,0.83474,0.95024,0.94,0.88741,0.46875,0.51299,0.9852,0.000285914,0.000285914,0.000285914
204,1008.56,0.40184,0.28905,0.97475,0.83511,0.96195,0.94,0.85252,0.47669,0.48553,1.01804,0.000280255,0.000280255,0.000280255
205,1013.4,0.39058,0.28189,0.97539,0.83533,0.98326,0.995,0.92986,0.4707,0.44979,1.02813,0.000274597,0.000274597,0.000274597
206,1018.29,0.40496,0.27942,0.97068,0.96613,0.85688,0.995,0.92864,0.48446,0.38897,1.03312,0.000268938,0.000268938,0.000268938
207,1023.16,0.39201,0.27379,0.97669,0.81071,0.99155,0.995,0.91869,0.45972,0.39091,1.02192,0.000263279,0.000263279,0.000263279
208,1028.02,0.38215,0.28318,0.9744,0.94852,0.8784,0.995,0.90562,0.46066,0.38199,1.01363,0.00025762,0.00025762,0.00025762
209,1032.97,0.37598,0.26297,0.96663,0.96055,0.90081,0.995,0.93919,0.45475,0.33329,1.00716,0.000251961,0.000251961,0.000251961
210,1037.84,0.39923,0.27983,0.98087,0.92007,1,0.995,0.94706,0.46938,0.28836,1.04661,0.000246302,0.000246302,0.000246302
211,1042.76,0.38819,0.28266,0.9745,0.97346,1,0.995,0.92833,0.46724,0.27859,1.04912,0.000240644,0.000240644,0.000240644
212,1047.67,0.37229,0.26902,0.9506,0.9609,1,0.995,0.95216,0.4622,0.29558,1.05177,0.000234985,0.000234985,0.000234985
213,1052.49,0.3943,0.28872,0.96999,0.94871,0.95504,0.995,0.94816,0.46899,0.3027,1.06929,0.000229326,0.000229326,0.000229326
214,1057.34,0.40704,0.29405,0.98366,0.95756,0.9476,0.995,0.94208,0.49179,0.3202,1.08566,0.000223667,0.000223667,0.000223667
215,1062.19,0.40514,0.28038,0.97901,0.95518,0.95551,0.995,0.93244,0.48914,0.32634,1.05613,0.000218008,0.000218008,0.000218008
216,1067.14,0.37038,0.27902,0.95946,0.97051,0.99654,0.995,0.9338,0.48091,0.28346,1.03702,0.000212349,0.000212349,0.000212349
217,1072,0.36859,0.26797,0.94893,0.9743,1,0.995,0.93773,0.48019,0.2645,1.04801,0.000206691,0.000206691,0.000206691
218,1076.97,0.37888,0.27419,0.96571,0.97849,0.99546,0.995,0.93423,0.47617,0.26055,1.05452,0.000201032,0.000201032,0.000201032
219,1081.9,0.37684,0.26592,0.95489,0.98074,1,0.995,0.92993,0.45146,0.24303,1.01203,0.000195373,0.000195373,0.000195373
220,1086.8,0.38255,0.27406,0.96515,0.98275,0.9997,0.995,0.92457,0.43296,0.22297,1.01601,0.000189714,0.000189714,0.000189714
221,1091.67,0.37285,0.27015,0.96698,0.98097,0.99543,0.995,0.94298,0.42825,0.22095,1.01204,0.000184055,0.000184055,0.000184055
222,1096.62,0.37434,0.26753,0.96108,0.98513,0.9757,0.995,0.94997,0.4227,0.21662,1.00665,0.000178396,0.000178396,0.000178396
223,1101.53,0.39286,0.27107,0.9675,0.96367,0.97947,0.995,0.95426,0.41573,0.22571,0.98895,0.000172738,0.000172738,0.000172738
224,1106.44,0.37807,0.27294,0.96829,0.93066,0.98099,0.995,0.93915,0.43307,0.24839,1.00366,0.000167079,0.000167079,0.000167079
225,1111.28,0.37097,0.26936,0.95663,0.93112,0.98169,0.995,0.93631,0.44221,0.2504,1.01734,0.00016142,0.00016142,0.00016142
226,1116.2,0.37802,0.27602,0.96566,0.95896,0.9679,0.995,0.93258,0.41879,0.22443,1.00832,0.000155761,0.000155761,0.000155761
227,1121.16,0.37413,0.26459,0.96251,0.97553,0.9683,0.995,0.94452,0.4263,0.22341,1.02253,0.000150102,0.000150102,0.000150102
228,1126.03,0.38473,0.27265,0.96696,0.96448,0.96893,0.995,0.93338,0.43686,0.23679,1.03264,0.000144443,0.000144443,0.000144443
229,1130.85,0.36909,0.26422,0.96601,0.96508,0.96933,0.995,0.93054,0.42546,0.24458,1.02113,0.000138784,0.000138784,0.000138784
230,1135.73,0.37398,0.25665,0.9716,0.96528,0.9236,0.995,0.9368,0.43844,0.26624,1.01151,0.000133126,0.000133126,0.000133126
231,1140.58,0.36148,0.26018,0.95699,0.89992,0.98257,0.995,0.93615,0.43088,0.26402,1.00273,0.000127467,0.000127467,0.000127467
232,1145.48,0.36483,0.25022,0.95696,0.89429,0.98297,0.995,0.92656,0.41103,0.2693,0.98788,0.000121808,0.000121808,0.000121808
233,1150.38,0.3868,0.25868,0.97966,0.96241,0.91506,0.995,0.94283,0.40773,0.26696,0.98177,0.000116149,0.000116149,0.000116149
234,1155.27,0.36705,0.26547,0.96361,0.94683,0.96206,0.995,0.9436,0.42397,0.25471,0.99646,0.00011049,0.00011049,0.00011049
235,1160.25,0.38077,0.26777,0.97253,0.94026,0.96941,0.995,0.94345,0.42891,0.24889,0.99849,0.000104831,0.000104831,0.000104831
236,1165.13,0.37015,0.25375,0.96693,0.96611,0.97901,0.995,0.94372,0.42235,0.23043,1.00205,9.91726e-05,9.91726e-05,9.91726e-05
237,1169.97,0.37038,0.26368,0.96712,0.9777,0.97776,0.995,0.94404,0.41526,0.22795,1.0029,9.35138e-05,9.35138e-05,9.35138e-05
238,1174.89,0.36692,0.25224,0.96814,0.97491,0.99105,0.995,0.94816,0.41336,0.22504,1.0066,8.78549e-05,8.78549e-05,8.78549e-05
239,1179.77,0.35476,0.25471,0.96009,0.97414,0.99597,0.995,0.94872,0.41779,0.2309,1.01214,8.21961e-05,8.21961e-05,8.21961e-05
240,1184.66,0.37529,0.27006,0.97149,0.97256,0.99066,0.995,0.94867,0.4148,0.23107,1.01,7.65372e-05,7.65372e-05,7.65372e-05
241,1189.13,0.27108,0.2351,0.92168,0.97528,1,0.995,0.94668,0.41964,0.23508,1.01278,7.08784e-05,7.08784e-05,7.08784e-05
242,1193.58,0.25558,0.21261,0.91249,0.97387,1,0.995,0.94978,0.41421,0.22551,0.99672,6.52196e-05,6.52196e-05,6.52196e-05
243,1198.01,0.2501,0.20661,0.91827,0.97834,1,0.995,0.95112,0.42435,0.23224,0.99975,5.95607e-05,5.95607e-05,5.95607e-05
244,1202.55,0.23559,0.20038,0.89394,0.97977,1,0.995,0.94809,0.42547,0.23626,1.00726,5.39019e-05,5.39019e-05,5.39019e-05
245,1207.05,0.23756,0.19702,0.90794,0.97648,1,0.995,0.94418,0.42633,0.23705,1.00852,4.8243e-05,4.8243e-05,4.8243e-05
246,1211.46,0.23676,0.18861,0.89626,0.97251,1,0.995,0.94418,0.42338,0.24472,0.99804,4.25842e-05,4.25842e-05,4.25842e-05
247,1215.9,0.23483,0.19107,0.90746,0.9605,0.98215,0.995,0.94063,0.40998,0.24497,0.97612,3.69254e-05,3.69254e-05,3.69254e-05
248,1220.39,0.22114,0.18209,0.90163,0.96202,0.95757,0.995,0.94419,0.40731,0.24897,0.96509,3.12665e-05,3.12665e-05,3.12665e-05
249,1224.83,0.22227,0.18347,0.89399,0.96417,0.93849,0.995,0.93999,0.40816,0.25968,0.96151,2.56077e-05,2.56077e-05,2.56077e-05
250,1229.25,0.23844,0.19469,0.89666,0.96098,0.9332,0.995,0.94109,0.40564,0.25927,0.95832,1.99488e-05,1.99488e-05,1.99488e-05
